STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
MASSACHUSETTS,PATRICIA D. JEHLEN,STATE SENATE,SECOND MIDDLESEX,139946.49
MASSACHUSETTS,JAMES D. LIVINGSTONE,STATE HOUSE,EIGHTH SUFFOLK,84973.58
MASSACHUSETTS,MICHAEL F. RUSH,STATE SENATE,NORFOLK AND SUFFOLK,129569.50000000001
MASSACHUSETTS,MICHAEL J. SOTER,STATE HOUSE,EIGHTH WORCESTER,132391.24
MASSACHUSETTS,JOHN C. VELIS,STATE SENATE,SECOND HAMPDEN AND HAMPSHIRE,259560.63
MASSACHUSETTS,SARAH K. PEAKE,STATE HOUSE,FOURTH BARNSTABLE,2454.69
MASSACHUSETTS,ANGELO J. PUPPOLO,STATE HOUSE,TWELFTH HAMPDEN,208523.79
MASSACHUSETTS,PAUL W. MARK,STATE HOUSE,SECOND BERKSHIRE,82498.26
MASSACHUSETTS,MICHAEL KUSHMEREK,STATE HOUSE,THIRD WORCESTER,50110.96
MASSACHUSETTS,NIKA ELUGARDO,STATE HOUSE,FIFTEENTH SUFFOLK,0.0
MASSACHUSETTS,THOMAS A. GOLDEN,STATE HOUSE,SIXTEENTH MIDDLESEX,262063.75999999998
MASSACHUSETTS,JERALD A. PARISELLA,STATE HOUSE,SIXTH ESSEX,65940.15000000001
MASSACHUSETTS,PATRICIA A. HADDAD,STATE HOUSE,FIFTH BRISTOL,181404.5
MASSACHUSETTS,CHARLES D. BAKER,GOVERNOR,,36569767.503
MASSACHUSETTS,CHRISTOPHER M. MARKEY,STATE HOUSE,NINTH BRISTOL,1969.6100000000001
MASSACHUSETTS,BRIAN M. ASHE,STATE HOUSE,SECOND HAMPDEN,10078.16
MASSACHUSETTS,BECCA L. RAUSCH,STATE SENATE,"NORFOLK, BRISTOL AND MIDDLESEX",55557.0
MASSACHUSETTS,CAROL A. DOHERTY,STATE HOUSE,THIRD BRISTOL,0.0
MASSACHUSETTS,EDWARD J. KENNEDY,STATE SENATE,FIRST MIDDLESEX,72056.62999999999
MASSACHUSETTS,STEVEN C. OWENS,STATE HOUSE,TWENTY-NINTH MIDDLESEX,0.0
MASSACHUSETTS,JOHN J. LAWN,STATE HOUSE,TENTH MIDDLESEX,171141.11
MASSACHUSETTS,DAVID ALLEN ROBERTSON,STATE HOUSE,NINETEENTH MIDDLESEX,34970.969999999994
MASSACHUSETTS,DANIEL JOSEPH RYAN,STATE HOUSE,SECOND SUFFOLK,248555.84
MASSACHUSETTS,PAUL J. DONATO,STATE HOUSE,THIRTY-FIFTH MIDDLESEX,249391.66999999998
MASSACHUSETTS,HANNAH ELIZABETH KANE,STATE HOUSE,ELEVENTH WORCESTER,187974.88999999998
MASSACHUSETTS,PAUL K. FROST,STATE HOUSE,SEVENTH WORCESTER,100002.23000000001
MASSACHUSETTS,WILLIAM J. DRISCOLL,STATE HOUSE,SEVENTH NORFOLK,0.0
MASSACHUSETTS,DONALD R. BERTHIAUME,STATE HOUSE,FIFTH WORCESTER,1478.94
MASSACHUSETTS,BUD L. WILLIAMS,STATE HOUSE,ELEVENTH HAMPDEN,72169.95
MASSACHUSETTS,CLAIRE D. CRONIN,STATE HOUSE,ELEVENTH PLYMOUTH,0.0
MASSACHUSETTS,KAREN E. SPILKA,STATE SENATE,SECOND MIDDLESEX AND NORFOLK,1499365.44
MASSACHUSETTS,MARK C. MONTIGNY,STATE SENATE,SECOND BRISTOL AND PLYMOUTH,963680.4099999998
MASSACHUSETTS,RONALD MARIANO,STATE HOUSE,THIRD NORFOLK,622084.22
MASSACHUSETTS,MARIA DUAIME ROBINSON,STATE HOUSE,SIXTH MIDDLESEX,0.0
MASSACHUSETTS,KAY S. KHAN,STATE HOUSE,ELEVENTH MIDDLESEX,19922.489999999998
MASSACHUSETTS,PATRICK M. O'CONNOR,STATE SENATE,PLYMOUTH AND NORFOLK,209540.28999999998
MASSACHUSETTS,JAMES M. KELCOURSE,STATE HOUSE,FIRST ESSEX,301985.89
MASSACHUSETTS,JOSEPH W. MCGONAGLE,STATE HOUSE,TWENTY-EIGHTH MIDDLESEX,172660.52000000002
MASSACHUSETTS,NICHOLAS PATRICK COLLINS,STATE SENATE,FIRST SUFFOLK,793924.55
MASSACHUSETTS,DAVID HENRY ARGOSKY LEBOEUF,STATE HOUSE,SEVENTEENTH WORCESTER,17248.22
MASSACHUSETTS,CHRISTINE P. BARBER,STATE HOUSE,THIRTY-FOURTH MIDDLESEX,215219.02000000002
MASSACHUSETTS,TOMMY VITOLO,STATE HOUSE,FIFTEENTH NORFOLK,0.0
MASSACHUSETTS,EDWARD F. COPPINGER,STATE HOUSE,TENTH SUFFOLK,94350.08
MASSACHUSETTS,JACK PATRICK LEWIS,STATE HOUSE,SEVENTH MIDDLESEX,0.0
MASSACHUSETTS,CARMINE LAWRENCE GENTILE,STATE HOUSE,THIRTEENTH MIDDLESEX,52599.39
MASSACHUSETTS,MINDY DOMB,STATE HOUSE,THIRD HAMPSHIRE,20567.199999999997
MASSACHUSETTS,WILLIAM N. BROWNSBERGER,STATE SENATE,SECOND SUFFOLK AND MIDDLESEX,137220.15
MASSACHUSETTS,CHRISTOPHER HENDRICKS,STATE HOUSE,ELEVENTH BRISTOL,0.0
MASSACHUSETTS,JON SANTIAGO,STATE HOUSE,NINTH SUFFOLK,0.0
MASSACHUSETTS,ADRIAN C. MADARO,STATE HOUSE,FIRST SUFFOLK,250040.0
MASSACHUSETTS,MICHAEL O. MOORE,STATE SENATE,SECOND WORCESTER,315724.04
MASSACHUSETTS,NATALIE M. BLAIS,STATE HOUSE,FIRST FRANKLIN,0.0
MASSACHUSETTS,PAUL F. TUCKER,STATE HOUSE,SEVENTH ESSEX,57526.68
MASSACHUSETTS,TRAM T. NGUYEN,STATE HOUSE,EIGHTEENTH ESSEX,0.0
MASSACHUSETTS,KIMBERLY N. FERGUSON,STATE HOUSE,FIRST WORCESTER,29971.66
MASSACHUSETTS,DANIEL F. CAHILL,STATE HOUSE,TENTH ESSEX,0.0
MASSACHUSETTS,AARON M. MICHLEWITZ,STATE HOUSE,THIRD SUFFOLK,627949.11
MASSACHUSETTS,DAVID M. ROGERS,STATE HOUSE,TWENTY-FOURTH MIDDLESEX,193247.91
MASSACHUSETTS,DAVID K. MURADIAN,STATE HOUSE,NINTH WORCESTER,15190.66
MASSACHUSETTS,JAMES B. ELDRIDGE,STATE SENATE,MIDDLESEX AND WORCESTER,219470.68
MASSACHUSETTS,BARRY R. FINEGOLD,STATE SENATE,SECOND ESSEX AND MIDDLESEX,1288856.75
MASSACHUSETTS,SEAN GARBALLEY,STATE HOUSE,TWENTY-THIRD MIDDLESEX,28363.47
MASSACHUSETTS,JAMES ARCIERO,STATE HOUSE,SECOND MIDDLESEX,81377.16
MASSACHUSETTS,TACKEY CHAN,STATE HOUSE,SECOND NORFOLK,151601.07
MASSACHUSETTS,JOSH S. CUTLER,STATE HOUSE,SIXTH PLYMOUTH,89666.26000000001
MASSACHUSETTS,PATRICK JOSEPH KEARNEY,STATE HOUSE,FOURTH PLYMOUTH,21.28
MASSACHUSETTS,DANIELLE W. GREGOIRE,STATE HOUSE,FOURTH MIDDLESEX,149797.76
MASSACHUSETTS,PATRICIA A. DUFFY,STATE HOUSE,FIFTH HAMPDEN,0.0
MASSACHUSETTS,MICHELLE L. CICCOLO,STATE HOUSE,FIFTEENTH MIDDLESEX,0.0
MASSACHUSETTS,NICHOLAS A. BOLDYGA,STATE HOUSE,THIRD HAMPDEN,72734.4
