STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
ARIZONA,KELLI BUTLER,STATE HOUSE,28,161768.71
ARIZONA,ROSANNA GABALDÓN,STATE SENATE,2,26143.540000000005
ARIZONA,FRANK PRATT,STATE HOUSE,8,68651.17
ARIZONA,LELA ALSTON,STATE SENATE,24,147610.9
ARIZONA,JUAN MENDEZ,STATE SENATE,26,46362.98
ARIZONA,JOSEPH CHAPLIK,STATE HOUSE,23,221553.19000000003
ARIZONA,CÉSÁR CHAVEZ,STATE HOUSE,29,100076.71
ARIZONA,DOUG DUCEY,GOVERNOR,,6569180.13
ARIZONA,PAMELA POWERS HANNLEY,STATE HOUSE,9,50312.3
ARIZONA,DOMINGO DEGRAZIA,STATE HOUSE,10,22053.02
ARIZONA,BECKY NUTT,STATE HOUSE,14,40763.19
ARIZONA,DANIEL HERNANDEZ,STATE HOUSE,2,147775.13
ARIZONA,BRET ROBERTS,STATE HOUSE,11,47281.29
ARIZONA,KAREN FANN,STATE SENATE,1,92852.45
ARIZONA,DAVID M. GOWAN,STATE SENATE,14,38836.880000000005
ARIZONA,CHRISTINE PORTER MARSH,STATE SENATE,28,619069.27
ARIZONA,VICTORIA STEELE,STATE SENATE,9,0.0
ARIZONA,ALMA HERNANDEZ,STATE HOUSE,3,108674.33
ARIZONA,JOHN KAVANAGH,STATE HOUSE,23,104413.25
ARIZONA,NANCY K. BARTO,STATE SENATE,15,221434.61000000002
ARIZONA,BEVERLY PINGERELLI,STATE HOUSE,21,46995.45
ARIZONA,STEPHANIE STAHL HAMILTON,STATE HOUSE,10,0.0
ARIZONA,LISA OTONDO,STATE SENATE,4,50113.94
ARIZONA,SINE KERR,STATE SENATE,13,21071.98
ARIZONA,BEN TOMA,STATE HOUSE,22,0.0
ARIZONA,JOANNE OSBORNE,STATE HOUSE,13,85853.62
ARIZONA,DAVID COOK,STATE HOUSE,8,143444.58
ARIZONA,JAMESCITA MAE PESHLAKAI,STATE SENATE,7,11599.869999999999
ARIZONA,ROBERT MEZA,STATE HOUSE,30,62226.95999999999
ARIZONA,SONNY BORRELLI,STATE SENATE,5,21222.1
ARIZONA,GAIL GRIFFIN,STATE HOUSE,14,66021.28
ARIZONA,RICK GRAY,STATE SENATE,21,75217.43
ARIZONA,LORENZO SIERRA,STATE HOUSE,19,63084.630000000005
ARIZONA,WALTER BLACKMAN,STATE HOUSE,6,0.0
ARIZONA,STEVE KAISER,STATE HOUSE,15,51161.13
ARIZONA,DIEGO RODRIGUEZ,STATE HOUSE,27,34610.2
ARIZONA,JENNIFER LONGDON,STATE HOUSE,24,91023.12
ARIZONA,KEVIN PAYNE,STATE HOUSE,21,82865.91
ARIZONA,SALLY ANN GONZALES,STATE SENATE,3,3830.5099999999998
ARIZONA,DAVID LIVINGSTON,STATE SENATE,22,58769.47000000001
ARIZONA,PAUL BOYER,STATE SENATE,20,222531.65999999997
ARIZONA,JASMINE BLACKWATER-NYGREN,STATE HOUSE,7,0.0
ARIZONA,JUDY BURGES,STATE HOUSE,1,33552.030000000006
ARIZONA,MICHELLE B. UGENTI-RITA,STATE SENATE,23,0.0
ARIZONA,THOMAS J. SHOPE,STATE SENATE,8,90217.11
ARIZONA,JUDY SCHWIEBERT,STATE HOUSE,20,521338.41
ARIZONA,MICHELLE UDALL,STATE HOUSE,25,0.0
ARIZONA,JENNIFER PAWLIK,STATE HOUSE,17,241675.64
ARIZONA,REBECCA RIOS,STATE SENATE,27,28031.319999999996
ARIZONA,FRANK CARROLL,STATE HOUSE,22,14120.94
ARIZONA,RICHARD ANDRADE,STATE HOUSE,29,13761.06
